,text,username,timestamp,message_id,channel_id,stream_id,unique_id,category,sentiment_a,sentiment_g,sentiment_v,sentiment_anders, 
216,@TheHarmpo exactly!!!,esnueil,"2022-06-10 08:09:31,851",35,B,1,35B1,just_chatting,0,1,,,
217,proud to be a devil worshiper huh what a clown,xx_jimjim_xx,"2022-06-10 08:09:32,145",36,B,1,36B1,just_chatting,-1,0,,,
218,"I'm the quiji board.
""
",emerald__arrows,"2022-06-10 08:09:32,483",37,B,1,37B1,just_chatting,0,0,,,
219,SeemsGood LUL,fr0z3nfury009,"2022-06-10 08:09:33,026",38,B,1,38B1,just_chatting,1,1,,,
220,ROFL,jonlevir,"2022-06-10 08:09:33,130",39,B,1,39B1,just_chatting,1,1,,,
221,also hi HARM!!!,esnueil,"2022-06-10 08:09:38,820",40,B,1,40B1,just_chatting,1,1,,,
222,we love giant baby,fisheeprice,"2022-06-10 08:09:38,866",41,B,1,41B1,just_chatting,1,1,,,
223,HARMMM hi harm 💕,divdoesthings,"2022-06-10 08:09:39,895",42,B,1,42B1,just_chatting,1,1,,,
224,@TheHarmpo hewwooooo,amethystmoon101,"2022-06-10 08:09:41,646",43,B,1,43B1,just_chatting,1,1,,,
225,YOU ARE AN ENTIRE FUCKING VIBE HOLY FUCK,rararlo,"2022-06-10 08:09:41,967",44,B,1,44B1,just_chatting,1,0,,,
226,HAHAHAHAHAHAHAHHAHAA,lenoxfilms,"2022-06-10 08:09:43,533",45,B,1,45B1,just_chatting,1,1,,,
227,dippedinHI dippedinHI dippedinHI dippedinHI,simp4hxh,"2022-06-10 08:09:44,144",46,B,1,46B1,just_chatting,1,1,,,
228,LUL dippedinLOL,boss_churros,"2022-06-10 08:09:45,226",47,B,1,47B1,just_chatting,1,1,,,
229,she keeps using your government name,emerald__arrows,"2022-06-10 08:09:50,040",48,B,1,48B1,just_chatting,1,0,,,
230,lol,emerald__arrows,"2022-06-10 08:09:52,281",49,B,1,49B1,just_chatting,1,1,,,
231,hiiii mom,skullyinks,"2022-06-10 08:09:52,796",50,B,1,50B1,just_chatting,1,1,,,
232,!ptm,huf_is_here,"2022-06-10 08:09:53,181",51,B,1,51B1,just_chatting,0,0,,,
233,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:09:53,422",52,B,1,52B1,just_chatting,1,1,,,
234,Proud of ya Black Cherry Chut.,bigjohnbriggs,"2022-06-10 08:09:55,287",53,B,1,53B1,just_chatting,1,1,,,
235,Your pretty,anryking,"2022-06-10 08:10:06,151",54,B,1,54B1,just_chatting,1,1,,,
236,Government name?,carlos_sferreira,"2022-06-10 08:10:06,903",55,B,1,55B1,just_chatting,0,0,,,
237,she thought you could hear her screaming your name 🤣,emerald__arrows,"2022-06-10 08:10:12,890",56,B,1,56B1,just_chatting,1,0,,,
238,@divdoesthings @amethystmoon101 Hi hi hi <3,theharmpo,"2022-06-10 08:10:15,483",57,B,1,57B1,just_chatting,1,1,,,
239,"you're* @anryking
""
",jonlevir,"2022-06-10 08:10:16,921",58,B,1,58B1,just_chatting,-1,0,,,
240,"oh wow that's not 391 followers that's 39.1k followers. lol I'm so dense
""
",frolicchris,"2022-06-10 08:10:17,212",59,B,1,59B1,just_chatting,-1,-1,,,
241,can i steal? it fluffyy,gamergirl_5h,"2022-06-10 08:10:17,893",60,B,1,60B1,just_chatting,0,0,,,
242,🇳🇴,afrykanski_brat_demonzza,"2022-06-10 08:10:23,051",61,B,1,61B1,just_chatting,0,0,,,
243,helloitsPG helloitsPG helloitsPG helloitsPG helloitsPG,cmorrigu,"2022-06-10 08:10:30,989",62,B,1,62B1,just_chatting,0,1,,,
244,your keeping it ouigi not P.G 😂,fr0z3nfury009,"2022-06-10 08:10:34,365",63,B,1,63B1,just_chatting,0,-1,,,
245,"@emerald__arrows That's amazingly wholesome.
""
",nohvah00,"2022-06-10 08:10:37,454",64,B,1,64B1,just_chatting,0,1,,,
246,God I love ouija boards!!,bella546783,"2022-06-10 08:10:37,636",65,B,1,65B1,just_chatting,1,1,,,
247,"""hi everyone watching my daughter [insert a kiss]""",emerald__arrows,"2022-06-10 08:10:40,349",66,B,1,66B1,just_chatting,1,1,,,
248,Poison Mom is the best,jonlevir,"2022-06-10 08:10:52,092",67,B,1,67B1,just_chatting,1,1,,,
249,That smile tho,locolatino99,"2022-06-10 08:10:52,548",68,B,1,68B1,just_chatting,1,0,,,
250,nkoThink,sc2tryhard,"2022-06-10 08:11:00,694",69,B,1,69B1,just_chatting,0,0,,,
251,jon best jon @jonlevir,bigjohnbriggs,"2022-06-10 08:11:01,168",70,B,1,70B1,just_chatting,1,1,,,
252,awe momma is so sweet motherrPls,pixiierin,"2022-06-10 08:11:02,485",71,B,1,71B1,just_chatting,1,1,,,
253,sister MVP,fisheeprice,"2022-06-10 08:11:02,861",72,B,1,72B1,just_chatting,1,1,,,
254,What does MJ stands for?,carlos_sferreira,"2022-06-10 08:11:02,899",73,B,1,73B1,just_chatting,0,0,,,
255,nkoDrunk,sc2tryhard,"2022-06-10 08:11:04,702",74,B,1,74B1,just_chatting,0,1,,,
256,awww i love Poison Mom.,khmerrabbit,"2022-06-10 08:11:07,899",75,B,1,75B1,just_chatting,1,1,,,
257,"hey, Big John!",jonlevir,"2022-06-10 08:11:08,405",76,B,1,76B1,just_chatting,1,1,,,
258,a life size arcanine thats so kl,ddaabiii,"2022-06-10 08:11:08,455",77,B,1,77B1,just_chatting,0,1,,,
259,@emerald__arrows so wholesome 😭 hi mom!,kaybruh,"2022-06-10 08:11:11,849",78,B,1,78B1,just_chatting,1,1,,,
260,do we call her mother poison ?,ashleyyynicoleeeeeee,"2022-06-10 08:11:13,938",79,B,1,79B1,just_chatting,1,0,,,
261,MJ = most jaded,emerald__arrows,"2022-06-10 08:11:14,928",80,B,1,80B1,just_chatting,0,0,,,
262,@jonlevir also best ban?,bigjohnbriggs,"2022-06-10 08:11:18,571",81,B,1,81B1,just_chatting,0,0,,,
263,Mind Jabusiness,fisheeprice,"2022-06-10 08:11:18,832",82,B,1,82B1,just_chatting,-1,0,,,
264,"Hello, second favorite lofi goth dippedinLOVE",thekillerbacon10,"2022-06-10 08:11:20,401",83,B,1,83B1,just_chatting,1,1,,,
265,emerald__arrows LOL,beccabeckery,"2022-06-10 08:11:21,644",84,B,1,84B1,just_chatting,1,1,,,
266,!bestban,jonlevir,"2022-06-10 08:11:29,149",85,B,1,85B1,just_chatting,N/A,0,,,
267,https://clips.twitch.tv/PoorModernRadicchioFailFish,streamelements,"2022-06-10 08:11:29,185",86,B,1,86B1,just_chatting,N/A,0,,,
268,!ptm,apalkenndream,"2022-06-10 08:11:29,290",87,B,1,87B1,just_chatting,N/A,0,,,
269,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:11:29,324",88,B,1,88B1,just_chatting,1,1,,,
270,MJ = majestic jouster,esnueil,"2022-06-10 08:11:29,324",89,B,1,89B1,just_chatting,0,0,,,
271,What is the chat rules LOL,anryking,"2022-06-10 08:11:29,378",90,B,1,90B1,just_chatting,0,0,,,
272,!ptm,champhomebody,"2022-06-10 08:11:31,345",91,B,1,91B1,just_chatting,N/A,0,,,
273,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:11:31,530",92,B,1,92B1,just_chatting,1,1,,,
274,cobymjPetthemods cobymjPetthemods,bigrontheboss19,"2022-06-10 08:11:40,694",93,B,1,93B1,just_chatting,0,1,,,
275,"Oooooohhh Poison, are you gonna get The Quarry?",nohvah00,"2022-06-10 08:11:43,692",94,B,1,94B1,just_chatting,0,0,,,
276,!ptm,amethystmoon101,"2022-06-10 08:11:46,008",95,B,1,95B1,just_chatting,N/A,0,,,
277,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:11:46,192",96,B,1,96B1,just_chatting,1,1,,,
278,pj for the MG,hpsimsa1,"2022-06-10 08:11:49,048",97,B,1,97B1,just_chatting,0,0,,,
279,cobymjPetthemods   cobymjPetthemods  cobymjPetthemods   cobymjPetthemods  cobymjPetthemods   cobymjPetthemods,theharmpo,"2022-06-10 08:11:49,698",98,B,1,98B1,just_chatting,0,1,,,
280,059 for arkanine,freebah,"2022-06-10 08:11:49,739",99,B,1,99B1,just_chatting,0,0,,,
281,"@emerald__arrows you raised a beautiful daughter who brings joy to everyone's life....
""
",mommabear0423,"2022-06-10 08:11:50,793",100,B,1,100B1,just_chatting,1,1,,,
282,Austin must be a bililon degrees today,frolicchris,"2022-06-10 08:11:52,983",101,B,1,101B1,just_chatting,0,0,,,
283,Oh we looking for Arcanine Canon sizes? Arcanine is 6 foot 2,skytutuwu,"2022-06-10 08:11:53,944",102,B,1,102B1,just_chatting,0,0,,,
284,"what's Minja Business?
""
",bigjohnbriggs,"2022-06-10 08:11:54,066",103,B,1,103B1,just_chatting,0,0,,,
285,MDipping JSaus,drachenwaffles,"2022-06-10 08:11:54,628",104,B,1,104B1,just_chatting,0,1,,,
286,!ptm,sparrocat,"2022-06-10 08:12:02,751",105,B,1,105B1,just_chatting,N/A,0,,,
287,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:12:03,370",106,B,1,106B1,just_chatting,1,1,,,
288,hru,impasta_drip5629,"2022-06-10 08:12:06,962",107,B,1,107B1,just_chatting,1,1,,,
289,"PETTHEMODS  PETTHEMODS  PETTHEMODS  (oop, used the wrong ones)",theharmpo,"2022-06-10 08:12:07,437",108,B,1,108B1,just_chatting,1,0,,,
290,Hoi MJ <3 Happy Friday!,theharmpo,"2022-06-10 08:12:15,036",109,B,1,109B1,just_chatting,1,1,,,
291,"Didn't really think they would be your initials. Wasn't trying to find out personal info about you. Sorry for the question
""
",carlos_sferreira,"2022-06-10 08:12:17,994",110,B,1,110B1,just_chatting,1,0,,,
292,"@mommabear0423 ""awew thank you""",emerald__arrows,"2022-06-10 08:12:18,778",111,B,1,111B1,just_chatting,1,1,,,
293,no hes #59,freebah,"2022-06-10 08:12:19,407",112,B,1,112B1,just_chatting,0,0,,,
294,PizzaTime this does not belong together,bella546783,"2022-06-10 08:12:20,774",113,B,1,113B1,just_chatting,0,-1,,,
295,You can have a dock but don’t be a dick LOL,anryking,"2022-06-10 08:12:24,268",114,B,1,114B1,just_chatting,-1,0,,,
296,Das a lot of inches!! dippedinWOW,sparrocat,"2022-06-10 08:12:24,303",115,B,1,115B1,just_chatting,1,1,,,
297,"The newest horror game from Supermassive.  They did Until Dawn - They're like interactive horror movies, where you can determine the outcome.",nohvah00,"2022-06-10 08:12:24,303",116,B,1,116B1,just_chatting,0,0,,,
298,59 inches? Pretty big tbh Kappa,thekillerbacon10,"2022-06-10 08:12:24,471",117,B,1,117B1,just_chatting,1,1,,,
299,Happy Friday,impasta_drip5629,"2022-06-10 08:12:24,997",118,B,1,118B1,just_chatting,1,1,,,
300,9 inches is too big,obiwanjakobi_,"2022-06-10 08:12:28,560",119,B,1,119B1,just_chatting,0,0,,,
301,DO YOU PLAY ROCKET LEAGUE?,anryking,"2022-06-10 08:12:35,887",120,B,1,120B1,just_chatting,0,0,,,
302,"I always love hanging in here, it's always so chill and a little chaotic. I love it.
""
",amethystmoon101,"2022-06-10 08:12:39,982",121,B,1,121B1,just_chatting,1,1,,,
303,"hes 6'3 in the pokedex
""
",freebah,"2022-06-10 08:12:40,237",122,B,1,122B1,just_chatting,0,0,,,
304,ahahahah,esnueil,"2022-06-10 08:12:42,101",123,B,1,123B1,just_chatting,1,1,,,
305,anryking no,beccabeckery,"2022-06-10 08:12:46,501",124,B,1,124B1,just_chatting,0,-1,,,
306,"I love the makeup today. Well, everyday, really.",iridescentr0se,"2022-06-10 08:12:49,600",125,B,1,125B1,just_chatting,1,1,,,
307,we love dippedinBRAINCELL,fisheeprice,"2022-06-10 08:12:49,969",126,B,1,126B1,just_chatting,1,1,,,
308,!pokecatch,frolicchris,"2022-06-10 08:12:51,561",127,B,1,127B1,just_chatting,N/A,0,,,
309,"6'3 O_O omg
""
",esnueil,"2022-06-10 08:12:57,218",128,B,1,128B1,just_chatting,0,1,,,
310,"you're an angel <3
""
",madiduvernay,"2022-06-10 08:13:07,162",129,B,1,129B1,just_chatting,1,1,,,
311,"In height, he's ridable ins some games
""
",skytutuwu,"2022-06-10 08:13:08,550",130,B,1,130B1,just_chatting,0,0,,,
312,"It's taller than me for sure LUL
""
",amethystmoon101,"2022-06-10 08:13:10,900",131,B,1,131B1,just_chatting,0,1,,,
313,DO YOU PLAY ROBLOX?,anryking,"2022-06-10 08:13:11,431",132,B,1,132B1,just_chatting,0,0,,,
314,Madi!! <3,beccabeckery,"2022-06-10 08:13:12,454",133,B,1,133B1,just_chatting,1,1,,,
315,i am amazed by ur eyeliner,hpsimsa1,"2022-06-10 08:13:12,846",134,B,1,134B1,just_chatting,1,1,,,
316,!BIPOLOT,qra2115,"2022-06-10 08:13:13,415",135,B,1,135B1,just_chatting,N/A,0,,,
317,"hey, Madi!",jonlevir,"2022-06-10 08:13:13,913",136,B,1,136B1,just_chatting,1,1,,,
318,!so MadiDuVernay,beccabeckery,"2022-06-10 08:13:14,962",137,B,1,137B1,just_chatting,N/A,1,,,
319,"You've pledged your loyalty to me, now go forth to MadiDuVernay's channel and give them a follow. https://twitch.tv/madiduvernay
""
",streamelements,"2022-06-10 08:13:15,614",138,B,1,138B1,just_chatting,1,0,,,
320,@anryking no,jonlevir,"2022-06-10 08:13:18,232",139,B,1,139B1,just_chatting,-1,-1,,,
321,MADI,fisheeprice,"2022-06-10 08:13:18,279",140,B,1,140B1,just_chatting,1,1,,,
322,Hoi Madi!,theharmpo,"2022-06-10 08:13:18,711",141,B,1,141B1,just_chatting,1,1,,,
323,MADI!! dippedinLOVE,thekillerbacon10,"2022-06-10 08:13:23,044",142,B,1,142B1,just_chatting,1,1,,,
324,"Madi, omg hello, hi  -puts afro behind ear- big fan",esnueil,"2022-06-10 08:13:23,709",143,B,1,143B1,just_chatting,1,1,,,
325,HI MADI,divdoesthings,"2022-06-10 08:13:24,925",144,B,1,144B1,just_chatting,1,1,,,
326,Hi hi Madi!,amethystmoon101,"2022-06-10 08:13:25,488",145,B,1,145B1,just_chatting,,1,,,
327,How do they fit into that smol ball tho,obiwanjakobi_,"2022-06-10 08:13:25,930",146,B,1,146B1,just_chatting,,0,,,
328,Arcanine is basically Smol Horse sized,skytutuwu,"2022-06-10 08:13:26,262",147,B,1,147B1,just_chatting,,0,,,
329,omg we love madi,badwitchluna,"2022-06-10 08:13:28,124",148,B,1,148B1,just_chatting,,1,,,
330,"The newest horror game from Supermassive. They did Until Dawn - They're like interactive horror movies, where you can determine the outcome.
""
",nohvah00,"2022-06-10 08:13:33,234",149,B,1,149B1,just_chatting,,0,,,
331,"i've been having shitty tonsillitis al week and i'm craving for a beer should i???
""
",sincerelycharl,"2022-06-10 08:13:33,792",150,B,1,150B1,just_chatting,,-1,,,
332,and 341.7 lbs,carlos_sferreira,"2022-06-10 08:13:34,054",151,B,1,151B1,just_chatting,,0,,,
333,"Wait, so Arcanine is the same size as me? holy",baysidetaco,"2022-06-10 08:13:34,126",152,B,1,152B1,just_chatting,,1,,,
334,magic pokeballs,fisheeprice,"2022-06-10 08:13:38,776",153,B,1,153B1,just_chatting,,0,,,
335,"arcanine is 1.9 meters , arcanine is a big boi",ddaabiii,"2022-06-10 08:13:40,247",154,B,1,154B1,just_chatting,,1,,,
336,"mom heard you tell everyone to be on their best behavior and she went ""no bad words""",emerald__arrows,"2022-06-10 08:13:40,669",155,B,1,155B1,just_chatting,,1,,,
337,!delay,jonlevir,"2022-06-10 08:13:41,784",156,B,1,156B1,just_chatting,,0,,,
338,"ACTION 𝑯𝒊 𝒉𝒆𝒍𝒍𝒐! We're a chatty bunch so we tend to get a little behind on chat. Settle in, enjoy the conversation, and we'll get to you dippedinLOVE
""
",streamelements,"2022-06-10 08:13:42,004",157,B,1,157B1,just_chatting,,0,,,
339,I love your headphones <3,penta_grimm,"2022-06-10 08:13:42,210",158,B,1,158B1,just_chatting,,1,,,
340,"hello, all you beautiful people dippedinLOVEIT",madiduvernay,"2022-06-10 08:13:43,916",159,B,1,159B1,just_chatting,,1,,,
341,!horns,beccabeckery,"2022-06-10 08:13:47,282",160,B,1,160B1,just_chatting,,0,,,
342,So you like the horns on my headset? Well guess what our community member SI3DPrinting made these for me and can make something for you as well. Check them out at - www.si3d.ca,streamelements,"2022-06-10 08:13:47,510",161,B,1,161B1,just_chatting,,0,,,
343,hehehe <3,esnueil,"2022-06-10 08:13:48,896",162,B,1,162B1,just_chatting,,1,,,
344,DO YOU PLAY ROBLOX?,anryking,"2022-06-10 08:13:51,550",163,B,1,163B1,just_chatting,,0,,,
345,"“Bad time for a troll to come through” *sit com music* *cheering* *troll comes in* “honey, im traaaash”",drachenwaffles,"2022-06-10 08:13:52,953",164,B,1,164B1,just_chatting,,0,,,
346,WHAT THE FUCK ARE UI TSLKING ABT,boomerbugs,"2022-06-10 08:14:05,679",165,B,1,165B1,just_chatting,,-1,,,
347,gm @MadiDuVernay,khmerrabbit,"2022-06-10 08:14:11,141",166,B,1,166B1,just_chatting,,1,,,
348,"If I genuinely believe that you are a child, you are getting banned <3",beccabeckery,"2022-06-10 08:14:11,221",167,B,1,167B1,just_chatting,,0,,,
349,Fun Fact,ghxstyarcade,"2022-06-10 08:14:15,886",168,B,1,168B1,just_chatting,,1,,,
350,"Use your ears, you'll figure it out @BoomerBugs
""
",jonlevir,"2022-06-10 08:14:20,830",169,B,1,169B1,just_chatting,,-1,,,
351,hi,sheluvsmarrr,"2022-06-10 08:14:23,009",170,B,1,170B1,just_chatting,,1,,,
352,hi mj ily hope you are well :),rcstablesteven,"2022-06-10 08:14:23,874",171,B,1,171B1,just_chatting,,1,,,
353,sonata7Modlove hyzModLove ModLove,kaybruh,"2022-06-10 08:14:27,204",172,B,1,172B1,just_chatting,,1,,,
354,Heya Steven!,theharmpo,"2022-06-10 08:14:30,714",173,B,1,173B1,just_chatting,,1,,,
355,Arcanine is as tall as Idris Elba and Terry Crews,skytutuwu,"2022-06-10 08:14:35,132",174,B,1,174B1,just_chatting,,0,,,
356,hey Harm!,jonlevir,"2022-06-10 08:14:37,244",175,B,1,175B1,just_chatting,,1,,,
357,"@jonlevir MB'
""
",boomerbugs,"2022-06-10 08:14:41,667",176,B,1,176B1,just_chatting,,1,,,
358,Hoi Jon!,theharmpo,"2022-06-10 08:14:42,882",177,B,1,177B1,just_chatting,,1,,,
359,hi harm! <3,rcstablesteven,"2022-06-10 08:14:44,639",178,B,1,178B1,just_chatting,,1,,,
360,wsp,sheluvsmarrr,"2022-06-10 08:14:46,672",179,B,1,179B1,just_chatting,,1,,,
361,moms hit different,fisheeprice,"2022-06-10 08:14:49,393",180,B,1,180B1,just_chatting,,0,,,
362,fill the silence? put up a poll :),frolicchris,"2022-06-10 08:14:54,106",181,B,1,181B1,just_chatting,,1,,,
363,Hiiii Poison cutie,pinkdemonqueenvr,"2022-06-10 08:14:54,771",182,B,1,182B1,just_chatting,,1,,,
364,moms Kreygasm,rcstablesteven,"2022-06-10 08:14:57,856",183,B,1,183B1,just_chatting,,1,,,
365,tell us a cute story about your mom,kellytheslayer,"2022-06-10 08:15:00,443",184,B,1,184B1,just_chatting,,0,,,
366,Fill the silence with wholesome gay,sparrocat,"2022-06-10 08:15:05,389",185,B,1,185B1,just_chatting,,1,,,
367,anyone see the sky lately??? looks good,commanderluthor,"2022-06-10 08:15:12,118",186,B,1,186B1,just_chatting,,1,,,
368,@kellytheslayer this,rararlo,"2022-06-10 08:15:18,434",187,B,1,187B1,just_chatting,,0,,,
369,!merch,plurmaidpr_,"2022-06-10 08:15:20,807",188,B,1,188B1,just_chatting,,0,,,
370,shop.dippedinpoison.tv,streamelements,"2022-06-10 08:15:20,984",189,B,1,189B1,just_chatting,,0,,,
371,"hi luthor, I'm right here
""
",skytutuwu,"2022-06-10 08:15:26,915",190,B,1,190B1,just_chatting,,1,,,
372,yea! hi,kellytheslayer,"2022-06-10 08:15:28,702",191,B,1,191B1,just_chatting,,1,,,
373,dippedinHI,mkythprnc,"2022-06-10 08:15:32,818",192,B,1,192B1,just_chatting,,1,,,
374,"Bruh, today I got an anonymous message in uni with some... spicy things, now I want to know WHO THE FUCK WAS IT?",thekillerbacon10,"2022-06-10 08:15:33,964",193,B,1,193B1,just_chatting,,0,,,
375,@commanderluthor kansas sky is bussin this time of year,rcstablesteven,"2022-06-10 08:15:34,724",194,B,1,194B1,just_chatting,,0,,,
376,@skytutuwu omg hi!,commanderluthor,"2022-06-10 08:15:36,539",195,B,1,195B1,just_chatting,,1,,,
377,-gets tea and settles into the cozy-,esnueil,"2022-06-10 08:15:38,155",196,B,1,196B1,just_chatting,,1,,,
378,LUL LUL,khmerrabbit,"2022-06-10 08:15:39,116",197,B,1,197B1,just_chatting,,1,,,
379,"so it absorbs the Pokémon,",ddaabiii,"2022-06-10 08:15:40,318",198,B,1,198B1,just_chatting,,0,,,
380,poll.  pineapple on pizza yes no maybe,frolicchris,"2022-06-10 08:15:41,740",199,B,1,199B1,just_chatting,,0,,,
381,how dose one not sware every 60 sec?,hpsimsa1,"2022-06-10 08:15:43,739",200,B,1,200B1,just_chatting,,0,,,
382,or like your fav thing about her,kellytheslayer,"2022-06-10 08:15:45,086",201,B,1,201B1,just_chatting,,0,,,
383,How do you deal with the world,obiwanjakobi_,"2022-06-10 08:15:46,622",202,B,1,202B1,just_chatting,,0,,,
384,"my bf bought me warhammer for an anniversary gift and ive just been sat here vibing and building them, 10/10 recommend",badwitchluna,"2022-06-10 08:15:46,730",203,B,1,203B1,just_chatting,,1,,,
385,the time they would have food and water fights,emerald__arrows,"2022-06-10 08:15:50,391",204,B,1,204B1,just_chatting,,0,,,
386,What are we talking about today?,mkythprnc,"2022-06-10 08:15:50,756",205,B,1,205B1,just_chatting,,0,,,
387,"plant story! I planted old dahlia seeds, thinking they might not sprout. got marigolds to fill the pot instead. looks like I'm getting dahlias anyway too dippedinCULT dippedinCULT
""
",fisheeprice,"2022-06-10 08:16:05,332",206,B,1,206B1,just_chatting,,1,,,
388,wait that is beautiful,kellytheslayer,"2022-06-10 08:16:18,508",207,B,1,207B1,just_chatting,,1,,,
389,MY MOM USED TO COLLECT FLOWERS TOO AAAAAAAA,divdoesthings,"2022-06-10 08:16:18,696",208,B,1,208B1,just_chatting,,1,,,
390,yea,emerald__arrows,"2022-06-10 08:16:22,399",209,B,1,209B1,just_chatting,,1,,,
391,the wings? where? how much? pls...,hpsimsa1,"2022-06-10 08:16:45,448",210,B,1,210B1,just_chatting,,0,,,
392,@badwitchluna which faction? :),fisheeprice,"2022-06-10 08:16:46,806",211,B,1,211B1,just_chatting,,1,,,
393,My mom gets me black roses every Halloween,ashleyyynicoleeeeeee,"2022-06-10 08:16:59,046",212,B,1,212B1,just_chatting,,1,,,
394,LMA,rcstablesteven,"2022-06-10 08:16:59,740",213,B,1,213B1,just_chatting,,1,,,
395,my heart <3,esnueil,"2022-06-10 08:17:02,167",214,B,1,214B1,just_chatting,,1,,,
396,O,rcstablesteven,"2022-06-10 08:17:02,507",215,B,1,215B1,just_chatting,,1,,,
397,Enjoy the poll,beccabeckery,"2022-06-10 08:17:04,109",216,B,1,216B1,just_chatting,,1,,,
398,thats amazing omg,mephistohere,"2022-06-10 08:17:04,145",217,B,1,217B1,just_chatting,,1,,,
399,That is the sweetest thing ever,tinyvalkyr,"2022-06-10 08:17:05,340",218,B,1,218B1,just_chatting,,1,,,
400,we are turning this into a wholesome strim,kellytheslayer,"2022-06-10 08:17:11,581",219,B,1,219B1,just_chatting,,1,,,
401,@fisheeprice uhhh im not sure but its the battle sisters! <3,badwitchluna,"2022-06-10 08:17:13,694",220,B,1,220B1,just_chatting,,1,,,
402,that’s so cute 🥺🥺,commanderluthor,"2022-06-10 08:17:19,677",221,B,1,221B1,just_chatting,,1,,,
403,"Oh, so thats why you're not talking that much LMAO
""
",thekillerbacon10,"2022-06-10 08:17:20,131",222,B,1,222B1,just_chatting,,0,,,
404,goals goals goals,rcstablesteven,"2022-06-10 08:17:20,220",223,B,1,223B1,just_chatting,,1,,,
405,"@kellytheslayer wdym, we've always been that way
""
",theharmpo,"2022-06-10 08:17:24,751",224,B,1,224B1,just_chatting,,1,,,
406,"I think it was orange soda and not food. I remember coming home from school and being like ""ok guys what happened here""",emerald__arrows,"2022-06-10 08:17:27,009",225,B,1,225B1,just_chatting,,0,,,
407,Can we get Cas time?,baysidetaco,"2022-06-10 08:17:28,798",226,B,1,226B1,just_chatting,,0,,,
408,@badwitchluna Sisters of Battle are my aesthetic,fisheeprice,"2022-06-10 08:17:34,467",227,B,1,227B1,just_chatting,,1,,,
409,"when I lived in Chennai every morning we had to wear the jasmine flowers in our hair as little girls, and my mom and grandma loved the smell of the jasmine that grew outside our apartment so at the end of the day after our temple visit or anything else, she would take the jasmine and put it in her flower collection book to dry 🥰",divdoesthings,"2022-06-10 08:17:36,413",228,B,1,228B1,just_chatting,,1,,,
410,i love your makeup today!,zombieesarah,"2022-06-10 08:17:45,424",229,B,1,229B1,just_chatting,,1,,,
411,nkoDrunk,sc2tryhard,"2022-06-10 08:17:53,615",230,B,1,230B1,just_chatting,,1,,,
412,@fisheeprice I love! ive kinda hyperfixated on it and built like 5 of them in the last few hours ahaha,badwitchluna,"2022-06-10 08:17:59,146",231,B,1,231B1,just_chatting,,1,,,
413,"I would be nothing without my mom's love and guidance
""
",ashleyyynicoleeeeeee,"2022-06-10 08:18:10,817",232,B,1,232B1,just_chatting,,1,,,
414,@badwitchluna I hope you continue to enjoy them!! dippedinLOVE,fisheeprice,"2022-06-10 08:18:25,564",233,B,1,233B1,just_chatting,,1,,,
415,LUL,kellytheslayer,"2022-06-10 08:18:47,582",234,B,1,234B1,just_chatting,,1,,,
416,"That was the best time. at the time I didn't know it but I loved you living with me and it just felt great. core memories made
""
",emerald__arrows,"2022-06-10 08:18:48,383",235,B,1,235B1,just_chatting,,1,,,
417,LMAOO,beccabeckery,"2022-06-10 08:19:01,609",236,B,1,236B1,just_chatting,,1,,,
418,LUL,tsarynadaeyra,"2022-06-10 08:19:05,237",237,B,1,237B1,just_chatting,,1,,,
419,what a beast,rcstablesteven,"2022-06-10 08:19:06,422",238,B,1,238B1,just_chatting,,0,,,
420,I saw mommy kissing santa claus has a whole new meaning now.,frolicchris,"2022-06-10 08:19:12,975",239,B,1,239B1,just_chatting,,0,,,
421,LUL LUL LUL LUL,plurmaidpr_,"2022-06-10 08:19:13,010",240,B,1,240B1,just_chatting,,1,,,
422,kdlsjflksdjf ;----; awwwww <3,esnueil,"2022-06-10 08:19:13,010",241,B,1,241B1,just_chatting,,1,,,
423,potastAww,chrya,"2022-06-10 08:19:13,052",242,B,1,242B1,just_chatting,,1,,,
424,i love that for you guys VirtualHug VirtualHug VirtualHug,khmerrabbit,"2022-06-10 08:19:23,112",243,B,1,243B1,just_chatting,,1,,,
425,aww,benzkun330,"2022-06-10 08:19:24,128",244,B,1,244B1,just_chatting,,1,,,
426,@emerald__arrows I still remember meals and snacks at the door,jonlevir,"2022-06-10 08:19:35,810",245,B,1,245B1,just_chatting,,0,,,
427,"Santa is a 5'4"" Indian woman, I love it pixHaha pixHearts",tsarynadaeyra,"2022-06-10 08:19:38,937",246,B,1,246B1,just_chatting,,1,,,
428,teamliquidCry teamliquidCry my heart,kellytheslayer,"2022-06-10 08:19:40,842",247,B,1,247B1,just_chatting,,1,,,
429,@jonlevir omg yes. the best times,emerald__arrows,"2022-06-10 08:19:55,984",248,B,1,248B1,just_chatting,,1,,,
430,me baby nkoPLS,sc2tryhard,"2022-06-10 08:20:10,767",249,B,1,249B1,just_chatting,,1,,,
