text,username,timestamp,message_id,channel_id,stream_id,unique_id,sentiment_a,sentiment_g
@BeccaBeckery Have you finished your biscuits,whoinvitedjez,"2022-06-10 08:21:14,524",262,B,1,262B1,,0
where did you get those horns?,b9berry,"2022-06-10 08:21:15,035",263,B,1,263B1,,0
!horns,beccabeckery,"2022-06-10 08:21:20,156",264,B,1,264B1,,0
So you like the horns on my headset? Well guess what our community member SI3DPrinting made these for me and can make something for you as well. Check them out at - www.si3d.ca,streamelements,"2022-06-10 08:21:20,299",265,B,1,265B1,,0
whoinvitedjez I ate so many,beccabeckery,"2022-06-10 08:21:24,354",266,B,1,266B1,,0
thanks becca,b9berry,"2022-06-10 08:21:30,703",267,B,1,267B1,,1
Have I missed the Arcanine reveal?!,threather,"2022-06-10 08:21:32,443",268,B,1,268B1,,0
!discord,moonlightgamestudios,"2022-06-10 08:21:33,878",269,B,1,269B1,,0
Mama is in chat,amethystmoon101,"2022-06-10 08:21:34,696",270,B,1,270B1,,0
HI MOM,itsjojo101,"2022-06-10 08:21:35,538",271,B,1,271B1,,1
"𝙎𝙏𝙊𝙋 (っ◔◡◔)っ ♥ get up stretch, grab some water, and don't text your ex ♥
""
",streamelements,"2022-06-10 08:21:36,335",272,B,1,272B1,,0
That’s okay,itsjojo101,"2022-06-10 08:21:39,305",273,B,1,273B1,,1
LUL my moms in chat,dromina_x,"2022-06-10 08:21:41,247",274,B,1,274B1,,1
I have sinned though,itsjojo101,"2022-06-10 08:21:43,554",275,B,1,275B1,,-1
"I repeat, mama poison is in chat",amethystmoon101,"2022-06-10 08:21:43,818",276,B,1,276B1,,1
Santa is a state of heart and mind.,agamotto1313,"2022-06-10 08:21:46,267",277,B,1,277B1,,0
I love poison mom being here. The chat is so nice and wholesome,ashleyyynicoleeeeeee,"2022-06-10 08:21:47,292",278,B,1,278B1,,1
ok she has stepped away,emerald__arrows,"2022-06-10 08:21:51,487",279,B,1,279B1,,0
sheeeeeeeeeesh,rcstablesteven,"2022-06-10 08:21:56,743",280,B,1,280B1,,-1
He looks so sultry!!!!!,threather,"2022-06-10 08:21:57,019",281,B,1,281B1,,1
"Black and white Arcanine, so moody and dramatic",skytutuwu,"2022-06-10 08:22:02,754",282,B,1,282B1,,1
I’ll text you actually,itsjojo101,"2022-06-10 08:22:08,182",283,B,1,283B1,,0
i NEED that size of entei,madiduvernay,"2022-06-10 08:22:13,404",284,B,1,284B1,,0
"oh my gosh, it was so exciting seeing you on the homepage!",kate_ca,"2022-06-10 08:22:14,735",285,B,1,285B1,,1
Jojster,whoinvitedjez,"2022-06-10 08:22:19,036",286,B,1,286B1,,1
nkoCool,sc2tryhard,"2022-06-10 08:22:21,981",287,B,1,287B1,,1
Get you a girl you looks at you the same way Posion looks at the big lad,nysnarkexchange,"2022-06-10 08:22:22,150",288,B,1,288B1,,1
You can fit so much serotonin in this bad boy GivePLZ,chrya,"2022-06-10 08:22:32,860",289,B,1,289B1,,1
omg @MadiDuVernay that would so cool if there was one,khmerrabbit,"2022-06-10 08:22:33,038",290,B,1,290B1,,1
@MadiDuVernay omg @__@ the way i need an entei that large!!!,esnueil,"2022-06-10 08:22:33,881",291,B,1,291B1,,1
who looks**,nysnarkexchange,"2022-06-10 08:22:39,414",292,B,1,292B1,,1
***,pwhereuwant_,"2022-06-10 08:22:43,406",293,B,1,293B1,,0
"The IMMEDIATE ""fuuuuck"" HAHAHA",beccabeckery,"2022-06-10 08:22:45,181",294,B,1,294B1,,1
the baby is here now,emerald__arrows,"2022-06-10 08:22:47,400",295,B,1,295B1,,0
stretch break lol smart is that a redeem?,dromina_x,"2022-06-10 08:22:50,068",296,B,1,296B1,,1
PwhereUwant_ no links in chat :),beccabeckery,"2022-06-10 08:22:51,493",297,B,1,297B1,,0
can we swear now,fisheeprice,"2022-06-10 08:22:51,905",298,B,1,298B1,,0
@Esnueil i would pass away so hecking happy,madiduvernay,"2022-06-10 08:23:02,658",299,B,1,299B1,,1
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
