date,sentiment,topic,sentiment_avg
2021-08-29,0.019301369,FORTNITE,0.192440608
2021-08-30,0.420023677,FORTNITE,0.251269575
2021-08-31,0.460838751,FORTNITE,0.281850149
2021-09-01,0.252142152,FORTNITE,0.257262327
2021-09-02,0.583872809,FORTNITE,0.290485646
2021-09-03,0.304347394,FORTNITE,0.322807274
2021-09-04,0.151383736,FORTNITE,0.30410875
2021-09-05,0.539224455,FORTNITE,0.33082462
2021-09-06,0.542267679,FORTNITE,0.380506469
2021-09-07,0.278581527,FORTNITE,0.355198355
2021-09-08,-0.15892299,FORTNITE,0.337375919
2021-09-09,0.313714138,FORTNITE,0.326744965
2021-09-10,0.256007841,FORTNITE,0.306261874
2021-09-11,0.063832241,FORTNITE,0.287430883
2021-09-12,0.166803103,FORTNITE,0.245723912
2021-09-13,0.153319566,FORTNITE,0.23062113
2021-09-14,-0.167496436,FORTNITE,0.198733112
2021-09-15,0.496497341,FORTNITE,0.194460401
2021-09-16,0.120405036,FORTNITE,0.152274137
2021-09-17,0.443976469,FORTNITE,0.168813631
2021-09-18,-0.115709963,FORTNITE,0.173134934
2021-09-19,0.095838915,FORTNITE,0.151347411
2021-09-20,0.539845458,FORTNITE,0.179731173
2021-09-21,0.579572631,FORTNITE,0.231305212
2021-09-22,0.265637822,FORTNITE,0.241188684
2021-09-23,0.364823545,FORTNITE,0.262339082
2021-09-24,0.593065689,FORTNITE,0.338395294
2021-09-25,0.588840783,FORTNITE,0.347629639
2021-09-26,0.474341299,FORTNITE,0.383023265
2021-09-27,-0.141032404,FORTNITE,0.324522378
2021-09-28,-0.142133158,FORTNITE,0.321880058
2021-09-29,-0.199900281,FORTNITE,0.292306138
2021-09-30,0.579230178,FORTNITE,0.29624461
2021-10-01,0.216856765,FORTNITE,0.259973024
2021-10-02,-0.007787426,FORTNITE,0.232630499
2021-10-03,-0.110770334,FORTNITE,0.185071111
2021-10-04,-0.153693197,FORTNITE,0.110395222
2021-10-05,0.46773293,FORTNITE,0.098284437
2021-10-06,0.538513269,FORTNITE,0.104701634
2021-10-07,-0.093830565,FORTNITE,0.109421818
2021-10-08,0.54926549,FORTNITE,0.178561683
2021-10-09,0.246820316,FORTNITE,0.223233742
2021-10-10,0.395922146,FORTNITE,0.204902939
2021-10-11,-0.017039012,FORTNITE,0.181513362
2021-10-12,0.482073434,FORTNITE,0.230499448
2021-10-13,0.40308264,MULTIVERSUS,0.281884745
2021-10-14,0.136176917,MULTIVERSUS,0.310871756
2021-10-15,0.145342381,MULTIVERSUS,0.278632702
2021-10-16,-0.73551915,MULTIVERSUS,0.15122946
2021-10-17,0.353296866,MULTIVERSUS,0.195942203
2021-10-18,0.323074432,MULTIVERSUS,0.173323097
2021-10-19,0.227064054,MULTIVERSUS,0.171347471
2021-10-20,0.146993901,MULTIVERSUS,0.146454646
2021-10-21,-0.584933529,MULTIVERSUS,0.089665194
2021-10-22,-0.087029233,MULTIVERSUS,0.032754928
2021-10-23,-0.28873401,MULTIVERSUS,-0.036426737
2021-10-24,0.575812207,MULTIVERSUS,0.007536792
2021-10-25,0.424628172,MULTIVERSUS,0.035465371
2021-10-26,-0.670188626,MULTIVERSUS,0.041998423
2021-10-27,0.796880095,MULTIVERSUS,0.086356746
2021-10-28,-0.488197757,MULTIVERSUS,0.005229527
2021-10-29,-0.201826905,MULTIVERSUS,-0.037659569
2021-10-30,-0.001054897,MULTIVERSUS,-0.052464448
2021-10-31,0.506837829,MULTIVERSUS,0.056712687
2021-11-01,-0.858720855,MULTIVERSUS,-0.020456475
2021-11-02,0.942873468,MULTIVERSUS,0.102704273
2021-11-03,-0.245969184,MULTIVERSUS,0.020526134
2021-11-04,0.373586604,MULTIVERSUS,0.015421977
2021-11-05,0.537969086,MULTIVERSUS,0.136237748
2021-11-06,-0.42112426,MULTIVERSUS,0.014437313
2021-11-07,0.349273935,MULTIVERSUS,0.098184482
2021-11-08,-0.877071796,MULTIVERSUS,0.030659993
2021-11-09,-0.677381048,MULTIVERSUS,-0.036972622
2021-11-10,-0.962643802,MULTIVERSUS,-0.183920785
2021-11-11,0.505988799,MULTIVERSUS,-0.04744982
2021-11-12,-0.929633375,MULTIVERSUS,-0.234700504
2021-11-13,-0.301848745,MULTIVERSUS,-0.24028846
2021-11-14,0.318727395,MULTIVERSUS,-0.245774381
2021-11-15,-0.357756387,MULTIVERSUS,-0.335346928
2021-11-16,-0.596699033,MULTIVERSUS,-0.352904406
2021-11-17,0.485116564,MULTIVERSUS,-0.339320143
2021-11-18,-0.299890093,MULTIVERSUS,-0.281601972
2021-11-19,-0.356660972,MULTIVERSUS,-0.249529965
2021-11-20,0.612908473,MULTIVERSUS,-0.091974737
2021-11-21,0.116460897,MULTIVERSUS,-0.130927528
2021-11-22,-0.253329827,MULTIVERSUS,-0.063297173
2021-11-23,-0.050751486,MULTIVERSUS,-0.038187447
2021-11-24,0.44390391,MULTIVERSUS,-0.025669795
2021-11-25,0.436580056,MULTIVERSUS,0.053763849
2021-11-26,-0.516801814,MULTIVERSUS,0.061753571
2021-11-27,0.145808893,MULTIVERSUS,0.027822804
2021-11-28,0.362644613,MULTIVERSUS,0.094076274
2021-11-29,0.179731411,MULTIVERSUS,0.147715512
2021-11-30,0.595348786,MULTIVERSUS,0.145959544
2021-12-01,-0.373848918,MULTIVERSUS,0.096928562
2021-12-02,0.015122832,MULTIVERSUS,0.123773828
2021-12-03,0.880403179,MULTIVERSUS,0.216889295
2021-12-04,0.912085035,MULTIVERSUS,0.263707407
2021-12-05,0.361500242,MULTIVERSUS,0.256199426
2021-12-06,-0.05353507,MULTIVERSUS,0.3025261
2021-12-07,0.831135697,MULTIVERSUS,0.371058781
2021-12-08,-0.52905813,MULTIVERSUS,0.281888506
2021-12-09,0.525294389,MULTIVERSUS,0.316444804
2021-12-10,-0.309863356,MULTIVERSUS,0.22592359
2021-12-11,0.08362308,MULTIVERSUS,0.27167079
2021-12-12,-0.884357368,MULTIVERSUS,0.18172277
2021-12-13,0.515571039,MULTIVERSUS,0.145239556
2021-12-14,0.388909403,MULTIVERSUS,0.092921993
2021-12-15,-0.488774445,MULTIVERSUS,0.007894524
2021-12-16,0.611477898,MULTIVERSUS,0.074395821
2021-12-17,-0.546510715,MULTIVERSUS,-0.063368821
2021-12-18,0.469824148,MULTIVERSUS,0.036519407
2021-12-19,-0.456218799,MULTIVERSUS,-0.061631912
2021-12-20,0.480552764,MULTIVERSUS,0.0174097
2021-12-21,0.905614575,MULTIVERSUS,0.09960885
2021-12-22,-0.376448919,MULTIVERSUS,0.150399695
2021-12-23,0.644828943,MULTIVERSUS,0.163325485
2021-12-24,-0.225608258,MULTIVERSUS,0.101873719
2021-12-25,0.198628018,MULTIVERSUS,0.170613965
2021-12-26,0.59364927,MULTIVERSUS,0.168831103
2021-12-27,-0.378783562,MULTIVERSUS,0.185603818
2021-12-28,-0.675288313,MULTIVERSUS,0.071092572
2021-12-29,0.839424374,MULTIVERSUS,0.200656889
2021-12-30,0.71666541,MULTIVERSUS,0.224268154
2021-12-31,0.178875411,MULTIVERSUS,0.151594237
2022-01-01,0.702114701,SPORTS,0.2594506
2022-01-02,0.771027733,SPORTS,0.272070479
2022-01-03,0.459516413,SPORTS,0.340582946
2022-01-04,0.809770688,SPORTS,0.401697213
2022-01-05,-0.39406582,SPORTS,0.302925704
2022-01-06,-0.343079251,SPORTS,0.306496135
2022-01-07,0.000395373,SPORTS,0.374064503
2022-01-08,0.047056095,SPORTS,0.294827675
2022-01-09,0.696247724,SPORTS,0.292785907
2022-01-10,0.313189974,SPORTS,0.306217363
2022-01-11,0.274902432,SPORTS,0.263496136
2022-01-12,-0.290628293,SPORTS,0.157330534
2022-01-13,0.985839284,SPORTS,0.209962821
2022-01-14,0.625938625,SPORTS,0.191579614
2022-01-15,-0.078395996,SPORTS,0.223146597
2022-01-16,0.641350992,SPORTS,0.321589621
2022-01-17,0.457786864,SPORTS,0.36732877
2022-01-18,0.367231886,SPORTS,0.399346349
2022-01-19,-0.202060321,SPORTS,0.309515545
2022-01-20,0.234562236,SPORTS,0.301652771
2022-01-21,0.739820045,SPORTS,0.348144532
2022-01-22,-0.05864636,SPORTS,0.371342726
2022-01-23,-0.006673521,SPORTS,0.272091445
2022-01-24,0.560482091,SPORTS,0.265545792
2022-01-25,0.253716158,SPORTS,0.298757007
2022-01-26,0.943884701,SPORTS,0.329010378
2022-01-27,-0.010091417,SPORTS,0.28222255
2022-01-28,-0.321410225,SPORTS,0.213358339
2022-01-29,0.601716343,SPORTS,0.293736005
2022-01-30,0.611684372,SPORTS,0.331448219
2022-01-31,0.905481717,SPORTS,0.348014386
2022-02-01,-0.25624501,SPORTS,0.328254521
2022-02-02,0.766156313,SPORTS,0.405537504
2022-02-03,0.662698308,SPORTS,0.415759126
2022-02-04,0.578362403,SPORTS,0.448223751
2022-02-05,0.396653133,SPORTS,0.393500594
2022-02-06,-0.188251035,SPORTS,0.375684632
2022-02-07,0.218883496,SPORTS,0.429714004
2022-02-08,0.429503885,SPORTS,0.412492758
2022-02-09,0.361997127,SPORTS,0.387524034
2022-02-10,0.116830339,SPORTS,0.308658896
2022-02-11,0.466242985,SPORTS,0.380907695
2022-02-12,-0.209072191,SPORTS,0.283384845
2022-02-13,-0.303183958,SPORTS,0.186796618
2022-02-14,0.686044279,SPORTS,0.197564806
2022-02-15,0.319155368,SPORTS,0.189815029
2022-02-16,0.302800073,SPORTS,0.23892014
2022-02-17,0.553198202,SPORTS,0.272351611
2022-02-18,-0.106038411,SPORTS,0.218797381
2022-02-19,0.001311438,SPORTS,0.182728812
2022-02-20,0.603695247,SPORTS,0.231415303
2022-02-21,-0.204773067,SPORTS,0.164313698
2022-02-22,-0.345591727,SPORTS,0.150661744
2022-02-23,0.315593446,SPORTS,0.212539485
2022-02-24,0.176770714,SPORTS,0.161612128
2022-02-25,0.819089995,SPORTS,0.211605591
2022-02-26,-0.38152354,SPORTS,0.14317323
2022-02-27,-0.061698478,SPORTS,0.081683562
2022-02-28,-0.759088323,AMONG US,0.01637857
2022-03-01,0.011365207,AMONG US,0.017383947
2022-03-02,0.386029943,AMONG US,-0.004382583
2022-03-03,-0.413352175,AMONG US,-0.025240494
2022-03-04,-0.937294646,AMONG US,-0.084410786
2022-03-05,-0.811582264,AMONG US,-0.197128357
2022-03-06,0.299641052,AMONG US,-0.184841323
2022-03-07,0.024191523,AMONG US,-0.26433117
2022-03-08,-0.949221143,AMONG US,-0.32110093
2022-03-09,-0.448117462,AMONG US,-0.359742829
2022-03-10,-0.362704485,AMONG US,-0.320104445
2022-03-11,-0.828734926,AMONG US,-0.404114458
2022-03-12,-0.430640611,AMONG US,-0.485781514
2022-03-13,-0.455787683,AMONG US,-0.490025064
2022-03-14,0.14999963,AMONG US,-0.381295637
2022-03-15,-0.791144506,AMONG US,-0.379251861
2022-03-16,-0.959073937,AMONG US,-0.50512336
2022-03-17,0.257358921,AMONG US,-0.48180662
2022-03-18,-0.323287172,AMONG US,-0.419213223
2022-03-19,-0.5023575,AMONG US,-0.424637227
2022-03-20,-0.189075952,AMONG US,-0.407274374
2022-03-21,-0.540029162,AMONG US,-0.378403797
2022-03-22,0.498884689,AMONG US,-0.285451267
2022-03-23,-0.965032881,AMONG US,-0.336375787
2022-03-24,0.104021606,AMONG US,-0.340973589
2022-03-25,0.455658763,AMONG US,-0.216293262
2022-03-26,-0.890000608,AMONG US,-0.20938593
2022-03-27,-0.361670815,AMONG US,-0.271288903
2022-03-28,-0.549611101,AMONG US,-0.293921296
2022-03-29,-0.673024861,AMONG US,-0.310988032
2022-03-30,0.451947612,AMONG US,-0.246885676
2022-03-31,-0.734469438,AMONG US,-0.266329704
2022-04-01,0.180892636,AMONG US,-0.298128909
2022-04-02,-0.149544125,AMONG US,-0.216580033
2022-04-03,-0.504196411,AMONG US,-0.277401835
2022-04-04,0.055661802,AMONG US,-0.317401531
2022-04-05,0.10653411,AMONG US,-0.217748059
2022-04-06,-0.199735136,AMONG US,-0.201554491
2022-04-07,-0.663103762,AMONG US,-0.212903757
2022-04-08,0.42579643,AMONG US,-0.103021628
2022-04-09,0.014104232,AMONG US,-0.146805966
2022-04-10,-0.774873032,AMONG US,-0.150846326
2022-04-11,0.332195419,AMONG US,-0.135716047
2022-04-12,0.326687167,AMONG US,-0.088092918
2022-04-13,-0.160179881,AMONG US,-0.053691265
2022-04-14,0.454567548,AMONG US,-0.01380069
2022-04-15,0.064440966,AMONG US,-0.018010005
2022-04-16,-0.791671281,AMONG US,-0.077203619
2022-04-17,0.274061523,AMONG US,0.016512909
2022-04-18,-0.976878217,AMONG US,-0.123754556
2022-04-19,-0.609472468,AMONG US,-0.186112226
2022-04-20,-0.553742214,AMONG US,-0.163999144
2022-04-21,-0.636978463,AMONG US,-0.260916532
2022-04-22,0.016929795,AMONG US,-0.291892269
2022-04-23,-0.420246627,AMONG US,-0.317898944
2022-04-24,-0.015219605,AMONG US,-0.364877659
2022-04-25,0.467453106,AMONG US,-0.324576445
2022-04-26,0.345266902,AMONG US,-0.210882627
2022-04-27,-0.923392176,AMONG US,-0.330627997
2022-04-28,0.365081863,AMONG US,-0.196431989
2022-04-29,0.217951771,AMONG US,-0.113689565
2022-04-30,-0.957040036,AMONG US,-0.154019347
2022-05-01,-0.296923318,AMONG US,-0.120013832
2022-05-02,-0.527459023,AMONG US,-0.174452714
2022-05-03,-0.164418298,AMONG US,-0.148869881
2022-05-04,0.340952788,AMONG US,-0.113252642
2022-05-05,-0.569613419,AMONG US,-0.216959295
2022-05-06,-0.868798329,AMONG US,-0.338365818
2022-05-07,-0.547311596,AMONG US,-0.30075776
2022-05-08,-0.307457364,AMONG US,-0.368011682
2022-05-09,-0.537315318,AMONG US,-0.443538391
2022-05-10,-0.539589429,AMONG US,-0.401793331
2022-05-11,-0.956850681,AMONG US,-0.467786067
2022-05-12,-0.064974996,AMONG US,-0.421537664
2022-05-13,-0.851054414,AMONG US,-0.490201276
2022-05-14,-0.483610883,VALORANT,-0.572657643
2022-05-15,-0.731184318,VALORANT,-0.588814733
2022-05-16,-0.031867564,VALORANT,-0.505121656
2022-05-17,-0.314067447,VALORANT,-0.481797241
2022-05-18,-0.650982983,VALORANT,-0.516149803
2022-05-19,-0.883916616,VALORANT,-0.550809933
2022-05-20,-0.930105551,VALORANT,-0.589861545
2022-05-21,-0.62543065,VALORANT,-0.556719542
2022-05-22,-0.304894301,VALORANT,-0.580711473
2022-05-23,-0.669589445,VALORANT,-0.562564976
2022-05-24,-0.606364126,VALORANT,-0.5748403
2022-05-25,-0.804882189,VALORANT,-0.582210087
2022-05-26,-0.984291352,VALORANT,-0.677452466
2022-05-27,-0.278564556,VALORANT,-0.673902177
2022-05-28,-0.657258146,VALORANT,-0.674529693
2022-05-29,-0.485898872,VALORANT,-0.634727919
2022-05-30,-0.542405144,VALORANT,-0.595957878
2022-05-31,-0.435029342,VALORANT,-0.576917747
2022-06-01,-0.112254288,VALORANT,-0.557653746
2022-06-02,-0.866356159,VALORANT,-0.577330417
2022-06-03,-0.2610513,VALORANT,-0.542799135
2022-06-04,-0.676133722,VALORANT,-0.529924288
2022-06-05,-0.49100108,VALORANT,-0.480595261
2022-06-06,-0.71241704,VALORANT,-0.523980509
2022-06-07,-0.292021768,VALORANT,-0.487456871
2022-06-08,-0.501942147,VALORANT,-0.489061199
2022-06-09,-0.359871306,VALORANT,-0.470807815
2022-06-10,-0.310102268,VALORANT,-0.458315108
2022-06-11,0.015853908,VALORANT,-0.445504288
2022-06-12,-0.438796088,VALORANT,-0.402748281
2022-06-13,-0.899352844,VALORANT,-0.466578435
2022-06-14,-0.74852658,VALORANT,-0.473817721
2022-06-15,-0.137395634,VALORANT,-0.438457177
2022-06-16,-0.572573007,VALORANT,-0.424472773
2022-06-17,-0.490912164,VALORANT,-0.444361813
2022-06-18,-0.345741064,VALORANT,-0.428741705
2022-06-19,-0.459483219,VALORANT,-0.438702896
2022-06-20,-0.727092484,VALORANT,-0.480401918
2022-06-21,-0.583105124,VALORANT,-0.540297821
2022-06-22,-0.085552135,VALORANT,-0.504973426
2022-06-23,-0.516188952,VALORANT,-0.466657036
2022-06-24,-0.816906195,VALORANT,-0.473494998
2022-06-25,-0.065554331,VALORANT,-0.466310867
2022-06-26,0.079128772,VALORANT,-0.40114069
2022-06-27,-0.876245049,VALORANT,-0.439673978
2022-06-28,-0.347481861,VALORANT,-0.439848058
2022-06-29,0.011369287,VALORANT,-0.392762807
2022-06-30,-0.412744419,VALORANT,-0.361328001
2022-07-01,-0.69260574,VALORANT,-0.372278062
2022-07-02,-0.659991786,VALORANT,-0.429722027
2022-07-03,-0.010361016,VALORANT,-0.379139234
2022-07-04,-0.580045582,VALORANT,-0.355453172
2022-07-05,-0.217410285,VALORANT,-0.370638768
2022-07-06,0.000391155,VALORANT,-0.37851253
2022-07-07,-0.541732855,VALORANT,-0.34506131
2022-07-08,-0.985569085,VALORANT,-0.408870033
2022-07-09,-0.878562361,VALORANT,-0.497863197
2022-07-10,0.078132065,VALORANT,-0.448775549
2022-07-11,-0.461603728,VALORANT,-0.425675348
2022-07-12,-0.141812438,VALORANT,-0.373857413
2022-07-13,-0.321465113,VALORANT,-0.404967823
2022-07-14,-0.057044172,VALORANT,-0.352667682
2022-07-15,0.098960983,VALORANT,-0.321030555
2022-07-16,-0.220554816,VALORANT,-0.343125152
2022-07-17,-0.299568205,VALORANT,-0.318908687
2022-07-18,-0.084180391,VALORANT,-0.228769818
2022-07-19,-0.662677008,VALORANT,-0.207181282
2022-07-20,-0.063916341,VALORANT,-0.221386123
2022-07-21,-0.479659514,VALORANT,-0.223191701
2022-07-22,-0.149238175,VALORANT,-0.223934275
2022-07-23,-0.837720548,VALORANT,-0.275559819
2022-07-24,-0.342982402,VALORANT,-0.304153642
2022-07-25,-0.788563647,VALORANT,-0.392906105
2022-07-26,-0.050699683,VALORANT,-0.375920591
2022-07-27,-0.794172288,VALORANT,-0.425381
2022-07-28,-0.312732484,MULTIVERSUS,-0.448236209
2022-07-29,0.767440774,MULTIVERSUS,-0.305224431
2022-07-30,0.763390719,MULTIVERSUS,-0.222493725
2022-07-31,0.681060915,MULTIVERSUS,-0.106421682
2022-08-01,-0.047053114,MULTIVERSUS,-0.096203176
2022-08-02,0.270696876,MULTIVERSUS,0.014638567
2022-08-03,0.454726637,MULTIVERSUS,0.09440947
2022-08-04,-0.326994221,MULTIVERSUS,0.140566413
2022-08-05,-0.190050369,MULTIVERSUS,0.126631344
2022-08-06,-0.423123548,MULTIVERSUS,0.163736218
2022-08-07,0.214799505,MULTIVERSUS,0.216489417
2022-08-08,0.730011071,MULTIVERSUS,0.212746447
2022-08-09,0.185919211,MULTIVERSUS,0.154999296
2022-08-10,0.92712261,MULTIVERSUS,0.179605466
2022-08-11,0.170985916,MULTIVERSUS,0.201409369
2022-08-12,-0.23785404,MULTIVERSUS,0.150554277
2022-08-13,-0.235134786,MULTIVERSUS,0.081568135
2022-08-14,0.819312809,MULTIVERSUS,0.196198838
2022-08-15,-0.31380592,MULTIVERSUS,0.183823283
2022-08-16,0.555853612,MULTIVERSUS,0.281720999
2022-08-17,-0.128241523,MULTIVERSUS,0.247416896
2022-08-18,-0.329855315,MULTIVERSUS,0.141430257
2022-08-19,0.808934521,MULTIVERSUS,0.203731788
2022-08-20,0.122171818,MULTIVERSUS,0.123236709
2022-08-21,-0.227303946,MULTIVERSUS,0.083407723
2022-08-22,0.400415067,MULTIVERSUS,0.147234633
2022-08-23,0.832897128,MULTIVERSUS,0.254037825
2022-08-24,-0.339354473,MULTIVERSUS,0.138171097
2022-08-25,0.869158914,MULTIVERSUS,0.25646758
2022-08-26,-0.126787353,MULTIVERSUS,0.188203484
2022-08-27,0.669097574,MULTIVERSUS,0.267937393
2022-08-28,0.13565061,MULTIVERSUS,0.314487986
2022-08-29,0.931233041,MULTIVERSUS,0.326717838
2022-08-30,0.519085615,MULTIVERSUS,0.366409218
